,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-7.392338274963295,0.007987204705757736,6822.484269956828
1,500,0.13455005864480252,0.06618419456694508,0.00665176183122531,0.5063385447838376,0.0005915885130673317,948.0945129180336
2,1000,0.13455005864480252,0.06618419456694508,0.00665176183122531,0.5063385447838376,0.0005915885130673317,948.0945129180336
3,1500,0.20088813541667702,0.07614072829467405,0.00765243112175245,0.49967912969463635,0.0008113540722848065,2926.598957116547
4,2000,0.2067727646903973,0.06740567588860374,0.006774525323115286,0.4869295405675399,0.0008967687479946393,3535.0342250541053
5,2500,0.24963785537841596,0.0036032934889184388,0.00036214462158403317,0.49609623562748517,0.0007690949256339017,2284.0177854915055
6,3000,0.25,0.0,0.0,0.4974420366538108,0.0007655136080254833,2289.0731202093684
7,3500,0.25,0.0,0.0,0.4974420366538108,0.0007655136080254833,2289.0731202093684
8,4000,0.25,0.0,0.0,0.4974420366538108,0.0007655136080254833,2289.0731202093684
9,4500,0.25,0.0,0.0,0.5003207267789974,0.0007560290240687206,2282.8048883384854
10,5000,0.25,0.0,0.0,0.5003207267789974,0.0007560290240687206,2282.8048883384854
