,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-15.35581405922531,0.005924054288912819,7432.618515398529
1,500,0.0026060592711178304,0.000785610065992388,7.89567824370635e-05,0.795396842738237,0.00040611448815862535,5871.92564642306
2,1000,0.027835947786152018,0.014544260089116166,0.0014617531384527064,0.8048502289939231,0.00046918527326103587,11128.881447559055
3,1500,0.08406567882859914,0.02621400273756426,0.002634606404056059,0.804967467185737,0.00048687583621215773,8503.774477496741
4,2000,0.08406567882859914,0.02621400273756426,0.002634606404056059,0.804967467185737,0.00048687583621215773,8503.774477496741
5,2500,0.08406567882859914,0.02621400273756426,0.002634606404056059,0.804967467185737,0.00048687583621215773,8503.774477496741
6,3000,0.14303668553531426,0.03137944237968647,0.003153752621333242,0.8053913553540133,0.0004741757935919012,8505.071675083333
7,3500,0.14303668553531426,0.03137944237968647,0.003153752621333242,0.8053913553540133,0.0004741757935919012,8505.071675083333
8,4000,0.14303668553531426,0.03137944237968647,0.003153752621333242,0.8053913553540133,0.0004741757935919012,8505.071675083333
9,4500,0.14303668553531426,0.03137944237968647,0.003153752621333242,0.8053913553540133,0.0004741757935919012,8505.071675083333
10,5000,0.14303668553531426,0.03137944237968647,0.003153752621333242,0.8053913553540133,0.0004741757935919012,8505.071675083333
