,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-5.7247372910143834,0.0049520473769038885,25093.053540941186
1,500,0.23479446982518953,0.02898500214590046,0.002913102323199937,0.8330771124773264,0.0006099053927962282,8496.928508082365
2,1000,0.23479446982518953,0.02898500214590046,0.002913102323199937,0.8330771124773264,0.0006099053927962282,8496.928508082365
3,1500,0.25,0.0,0.0,0.8309933770599087,0.0006846249549179516,11683.720925839067
4,2000,0.25,0.0,0.0,0.8309933770599087,0.0006846249549179516,11683.720925839067
5,2500,0.25,0.0,0.0,0.8309933770599087,0.0006846249549179516,11683.720925839067
6,3000,0.25,0.0,0.0,0.833325328925418,0.0006509554495090327,11678.511036338587
7,3500,0.25,0.0,0.0,0.833325328925418,0.0006509554495090327,11678.511036338587
8,4000,0.25,0.0,0.0,0.833325328925418,0.0006509554495090327,11678.511036338587
9,4500,0.25,0.0,0.0,0.833325328925418,0.0006509554495090327,11678.511036338587
10,5000,0.25,0.0,0.0,0.833325328925418,0.0006509554495090327,11678.511036338587
