,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-10.591198122712246,0.00681430365822257,27907.976004869728
1,500,0.24349789264649566,0.01735376819099828,0.0017441193269195718,0.8298639664852354,0.0006120886183953595,10433.179646562992
2,1000,0.24349789264649566,0.01735376819099828,0.0017441193269195718,0.8298639664852354,0.0006120886183953595,10433.179646562992
3,1500,0.24349789264649566,0.01735376819099828,0.0017441193269195718,0.8298639664852354,0.0006120886183953595,10433.179646562992
4,2000,0.24349789264649566,0.01735376819099828,0.0017441193269195718,0.8298639664852354,0.0006120886183953595,10433.179646562992
5,2500,0.24349789264649566,0.01735376819099828,0.0017441193269195718,0.8298639664852354,0.0006120886183953595,10433.179646562992
6,3000,0.24849483146077384,0.007748484759451128,0.0007787520194208063,0.8306540038747728,0.0005998913338572945,10432.41861300926
7,3500,0.24849483146077384,0.007748484759451128,0.0007787520194208063,0.8306540038747728,0.0005998913338572945,10432.41861300926
8,4000,0.24849483146077384,0.007748484759451128,0.0007787520194208063,0.8306540038747728,0.0005998913338572945,10432.41861300926
9,4500,0.24849483146077384,0.007748484759451128,0.0007787520194208063,0.8306540038747728,0.0005998913338572945,10432.41861300926
10,5000,0.24849483146077384,0.007748484759451128,0.0007787520194208063,0.8306540038747728,0.0005998913338572945,10432.41861300926
