,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-1.1822024604249197,0.00030172268647447707,86761.26874046694
1,500,0.1297033844944514,0.06299794074125946,0.0063315312728424705,0.4956264015401819,0.00013745637948884437,121037.32252569664
2,1000,0.2374589851097921,0.037681672821101644,0.0037871506127432433,0.5367811544267862,9.924226996703231e-05,78770.09465613686
3,1500,0.24811636821704589,0.009973118907564821,0.0010023361638179288,0.5341669314792692,9.357710870812746e-05,65181.377537308974
4,2000,0.24811636821704589,0.009973118907564821,0.0010023361638179288,0.5341669314792692,9.357710870812746e-05,65181.377537308974
5,2500,0.24811636821704589,0.009973118907564821,0.0010023361638179288,0.5341669314792692,9.357710870812746e-05,65181.377537308974
6,3000,0.24811636821704589,0.009973118907564821,0.0010023361638179288,0.5341669314792692,9.357710870812746e-05,65181.377537308974
7,3500,0.24811636821704589,0.009973118907564821,0.0010023361638179288,0.5341669314792692,9.357710870812746e-05,65181.377537308974
8,4000,0.2482678053181526,0.012355886110831302,0.0012418132782421533,0.5353274902909875,9.296533653560016e-05,65177.7820076049
9,4500,0.2482678053181526,0.012355886110831302,0.0012418132782421533,0.5353274902909875,9.296533653560016e-05,65177.7820076049
10,5000,0.2482678053181526,0.012355886110831302,0.0012418132782421533,0.5353274902909875,9.296533653560016e-05,65177.7820076049
