,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-11.865208606427764,0.0006018766107486903,26070.622227833734
1,500,0.24907181234351358,0.006740739097468414,0.0006774697695752009,0.5481762796696017,0.00010008686140628197,84178.61179792862
2,1000,0.24907181234351358,0.006740739097468414,0.0006774697695752009,0.5481762796696017,0.00010008686140628197,84178.61179792862
3,1500,0.2490926137539294,0.008389877839602369,0.0008432144494205642,0.5436135471433896,9.828463422818237e-05,76633.31077983769
4,2000,0.2490926137539294,0.008389877839602369,0.0008432144494205642,0.5436135471433896,9.828463422818237e-05,76633.31077983769
5,2500,0.2490926137539294,0.008389877839602369,0.0008432144494205642,0.5436135471433896,9.828463422818237e-05,76633.31077983769
6,3000,0.2490926137539294,0.008389877839602369,0.0008432144494205642,0.5436135471433896,9.828463422818237e-05,76633.31077983769
7,3500,0.2490926137539294,0.008389877839602369,0.0008432144494205642,0.5436135471433896,9.828463422818237e-05,76633.31077983769
8,4000,0.2490926137539294,0.008389877839602369,0.0008432144494205642,0.5436135471433896,9.828463422818237e-05,76633.31077983769
9,4500,0.25,0.0,0.0,0.5528410550416891,9.474064829309579e-05,76628.11615511202
10,5000,0.25,0.0,0.0,0.5528410550416891,9.474064829309579e-05,76628.11615511202
