,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,0.46120843483161167,0.0024515611912471554,9491.473051773319
1,500,0.05347458596248271,0.04605116647830047,0.004628316374748937,0.6137356096134388,0.0009714361470731979,949.6494689972336
2,1000,0.25,0.0,0.0,0.5940294311652164,0.0011852420045698182,1398.6874224186888
3,1500,0.25,0.0,0.0,0.5940294311652164,0.0011852420045698182,1398.6874224186888
4,2000,0.25,0.0,0.0,0.5940294311652164,0.0011852420045698182,1398.6874224186888
5,2500,0.25,0.0,0.0,0.5940294311652164,0.0011852420045698182,1398.6874224186888
6,3000,0.25,0.0,0.0,0.5941608980494956,0.0011852646656282577,1404.3395760614467
7,3500,0.25,0.0,0.0,0.5941608980494956,0.0011852646656282577,1404.3395760614467
8,4000,0.25,0.0,0.0,0.5941608980494956,0.0011852646656282577,1404.3395760614467
9,4500,0.25,0.0,0.0,0.5941608980494956,0.0011852646656282577,1404.3395760614467
10,5000,0.25,0.0,0.0,0.5951464258133687,0.001179114431441847,1395.9468239931578
