,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-0.07750182066777067,0.004522677056490671,8939.871760084228
1,500,0.18413104390415458,0.06102366479293272,0.00613310907425996,0.6298598215894178,0.0013715695583554268,1774.9384170700926
2,1000,0.24654761130963704,0.01821082871676431,0.0018302571507556524,0.646678401343006,0.001198517164302531,1422.1025175395823
3,1500,0.24654761130963704,0.01821082871676431,0.0018302571507556524,0.646678401343006,0.001198517164302531,1422.1025175395823
4,2000,0.24654761130963704,0.01821082871676431,0.0018302571507556524,0.646678401343006,0.001198517164302531,1422.1025175395823
5,2500,0.2488380386953599,0.009061004680021426,0.0009106652347662229,0.64314029477338,0.0012066021435697212,1301.2545464210868
6,3000,0.25,0.0,0.0,0.6464816957567512,0.0011776812335196696,1301.2827286034064
7,3500,0.25,0.0,0.0,0.6464816957567512,0.0011776812335196696,1301.2827286034064
8,4000,0.25,0.0,0.0,0.6466647549916547,0.0011754557818492014,1298.9310219185695
9,4500,0.25,0.0,0.0,0.6469510618354692,0.0011739859560709913,1305.754568188221
10,5000,0.25,0.0,0.0,0.6472347526592725,0.001168095202154554,1290.3407450285092
