,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,0.6334842928608411,0.0007499276615499196,8179.77712575681
1,500,0.23139155742355258,0.046720316731828186,0.0046955685056375,0.6821649727732172,0.0009402916908107186,3248.037183022414
2,1000,0.2467264773474132,0.02083774313569096,0.0020942719836027487,0.6759940444624368,0.0010771430572666975,5093.878602655227
3,1500,0.2467264773474132,0.02083774313569096,0.0020942719836027487,0.6759940444624368,0.0010771430572666975,5093.878602655227
4,2000,0.24675847199263692,0.02279497917285019,0.0022909816066760593,0.6792086954536811,0.0010489919933526718,4863.446831397118
5,2500,0.24717450944934313,0.018286814598986838,0.0018378940192615993,0.676121208956774,0.0010797713583387944,5161.092547508729
6,3000,0.24915584729271614,0.0059156712296263465,0.000594547328841544,0.6708695442341213,0.0011043554910607166,5153.262265084613
7,3500,0.25,0.0,0.0,0.6709178144893324,0.0011038580668967955,5147.66560037395
8,4000,0.25,0.0,0.0,0.6709178144893324,0.0011038580668967955,5147.66560037395
9,4500,0.25,0.0,0.0,0.6709178144893324,0.0011038580668967955,5147.66560037395
10,5000,0.25,0.0,0.0,0.6736073081182828,0.0010914636072064843,5147.833782098687
