,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,0.07747262225004159,0.00021910134481695898,2101.830023785364
1,500,0.22614320785787456,0.05030635265638372,0.005055978676743135,0.6358631567886037,0.0010179205524525254,1357.568755264361
2,1000,0.24844564106677283,0.013010326219671997,0.0013075869839628787,0.6239757271248135,0.0011656995438810804,1692.2846991222434
3,1500,0.24844564106677283,0.013010326219671997,0.0013075869839628787,0.6239757271248135,0.0011656995438810804,1692.2846991222434
4,2000,0.24844564106677283,0.013010326219671997,0.0013075869839628787,0.6239757271248135,0.0011656995438810804,1692.2846991222434
5,2500,0.24844564106677283,0.013010326219671997,0.0013075869839628787,0.6239757271248135,0.0011656995438810804,1692.2846991222434
6,3000,0.24966021724221335,0.0023808039796561183,0.00023927980302740232,0.6238276147879588,0.0011654507099696698,1684.2231343499723
7,3500,0.25,0.0,0.0,0.6208410012073636,0.0011852247206342156,1702.068763190957
8,4000,0.25,0.0,0.0,0.6208410012073636,0.0011852247206342156,1702.068763190957
9,4500,0.25,0.0,0.0,0.6208410012073636,0.0011852247206342156,1702.068763190957
10,5000,0.25,0.0,0.0,0.6208410012073636,0.0011852247206342156,1702.068763190957
