,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,0.5235476959841583,0.0013712585251842773,228.11407180685597
1,500,0.03322290230579397,0.022675164392812877,0.002278939768199613,0.607721484355765,0.0015768675871650204,2441.980304627462
2,1000,0.23582964938823126,0.04471886300952081,0.004494414837996478,0.6496903185828623,0.0011560125704944023,1369.0225873888749
3,1500,0.24633545810527643,0.01712608988848917,0.0017212367965460042,0.6437274587836432,0.0012487343715829686,1565.6777984014839
4,2000,0.24633545810527643,0.01712608988848917,0.0017212367965460042,0.6437274587836432,0.0012487343715829686,1565.6777984014839
5,2500,0.24653914047969797,0.01627794115364131,0.001635994641397368,0.6458457410510281,0.0012280890399830266,1548.332235793249
6,3000,0.24924062727928123,0.004704280791403223,0.0004727980088957772,0.6426219231926388,0.0012567907370357072,1562.4050173690378
7,3500,0.24936899353285114,0.0049038934738731286,0.0004928598383245358,0.642584813681444,0.0012567712350928172,1560.5842254032223
8,4000,0.24964941397017967,0.003488286952963124,0.0003505860298203272,0.6417417032751285,0.0012620222116096536,1554.290240403027
9,4500,0.24964941397017967,0.003488286952963124,0.0003505860298203272,0.6417417032751285,0.0012620222116096536,1554.290240403027
10,5000,0.25,0.0,0.0,0.6436203807525036,0.0012491993614979402,1563.346312484649
