,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-4.983105186484492,0.006002563306255117,3070.2739685256674
1,500,0.23779822615206092,0.038282593809961005,0.003847545444521904,0.6988213008126907,0.0012203354015925924,5255.383369013858
2,1000,0.24849243751676936,0.01245865716007348,0.001252142157322379,0.703255521477016,0.001162306440724464,4701.195517047145
3,1500,0.24849243751676936,0.01245865716007348,0.001252142157322379,0.703255521477016,0.001162306440724464,4701.195517047145
4,2000,0.24849243751676936,0.01245865716007348,0.001252142157322379,0.703255521477016,0.001162306440724464,4701.195517047145
5,2500,0.25,0.0,0.0,0.7138559319541788,0.0009731275508085414,3334.7715654258077
6,3000,0.25,0.0,0.0,0.7138559319541788,0.0009731275508085414,3334.7715654258077
7,3500,0.25,0.0,0.0,0.7138559319541788,0.0009731275508085414,3334.7715654258077
8,4000,0.25,0.0,0.0,0.7138559319541788,0.0009731275508085414,3334.7715654258077
9,4500,0.25,0.0,0.0,0.7138559319541788,0.0009731275508085414,3334.7715654258077
10,5000,0.25,0.0,0.0,0.7138559319541788,0.0009731275508085414,3334.7715654258077
