,iteration,avg_pval,std_pval,se_pval,r2 (obs vs exp),pi_opt,z_opt
0,1,0.0010000000000000002,2.168404344971009e-19,2.1793283654682456e-20,-1.733933639529909,0.004118326618092566,3918.2745773520405
1,500,0.2492828067590852,0.005470900108400935,0.0005498461492448661,0.6961239158007083,0.0011758611660228591,3963.0383737314887
2,1000,0.2492828067590852,0.005470900108400935,0.0005498461492448661,0.6961239158007083,0.0011758611660228591,3963.0383737314887
3,1500,0.2492828067590852,0.005470900108400935,0.0005498461492448661,0.6961239158007083,0.0011758611660228591,3963.0383737314887
4,2000,0.24936605857053068,0.0038021621582862994,0.0003821316748825313,0.7022133075950545,0.0011295359548007572,3985.6565174622588
5,2500,0.24936605857053068,0.0038021621582862994,0.0003821316748825313,0.7022133075950545,0.0011295359548007572,3985.6565174622588
6,3000,0.25,0.0,0.0,0.6972184749281756,0.0011697014386957848,3983.623625067706
7,3500,0.25,0.0,0.0,0.6972184749281756,0.0011697014386957848,3983.623625067706
8,4000,0.25,0.0,0.0,0.6972184749281756,0.0011697014386957848,3983.623625067706
9,4500,0.25,0.0,0.0,0.697988900240961,0.001164328738690996,3985.2275965608123
10,5000,0.25,0.0,0.0,0.6995161860952426,0.0011523717257918276,3977.922411262926
